canonical_name,display_name,category,subcategory,aliases
onnx,ONNX,ai_ml_frameworks,model_optimization,onnx runtime|open neural network exchange|onnxruntime|onnx export
ray,Ray,ai_ml_frameworks,distributed_ml,ray distributed|ray tune|ray serve|ray cluster|anyscale ray|ray rllib
dask,Dask,ai_ml_frameworks,distributed_computing,dask python|dask distributed|dask dataframe|dask array|dask parallel
xgboost,XGBoost,ai_ml_frameworks,gradient_boosting,xgb|extreme gradient boosting|xgboost python|xgb classifier|xgb regressor
lightgbm,LightGBM,ai_ml_frameworks,gradient_boosting,light gbm|lightgbm python|microsoft lightgbm|lgbm
catboost,CatBoost,ai_ml_frameworks,gradient_boosting,cat boost|catboost python|yandex catboost|catboost classifier
optuna,Optuna,ai_ml_frameworks,hyperparameter_tuning,optuna python|hyperparameter optimization|optuna study|hyperparameter tuning
spacy,spaCy,ai_ml_frameworks,nlp,spacy python|spacy nlp|spacy library|spacy en_core
nltk,NLTK,ai_ml_frameworks,nlp,natural language toolkit|nltk python|nltk library|nltk corpus
gensim,Gensim,ai_ml_frameworks,nlp,gensim python|gensim topic modeling|word2vec gensim|gensim lda
opencv,OpenCV,ai_ml_frameworks,computer_vision,cv2|open cv|opencv python|computer vision python|opencv library
sentence_transformers,Sentence Transformers,ai_ml_frameworks,nlp,sentence-transformers|sbert|sentence bert|sentence transformer|all-minilm
pydantic,Pydantic,ai_ml_frameworks,validation,pydantic v2|pydantic python|pydantic validation|pydantic models|pydantic settings
groq_api,Groq API,ai_ml_frameworks,llm_frameworks,groq|groq cloud|groq llm|groq api|groq fast inference
ollama,Ollama,ai_ml_frameworks,llm_frameworks,ollama local|ollama llm|ollama models|local llm ollama
machine_learning,Machine Learning,ai_ml_concepts,general,ml|machine learning algorithms|supervised learning|unsupervised learning|ml models
deep_learning,Deep Learning,ai_ml_concepts,general,dl|neural network learning|deep neural networks|deep learning models
nlp,Natural Language Processing,ai_ml_concepts,nlp,natural language processing|text processing|nlp algorithms|nlp tasks|text mining
computer_vision,Computer Vision,ai_ml_concepts,cv,cv|image recognition|image processing|vision models|image classification
reinforcement_learning,Reinforcement Learning,ai_ml_concepts,rl,rl|reinforcement learning algorithms|reward learning|policy gradient|rl agents
transfer_learning,Transfer Learning,ai_ml_concepts,general,transfer learning models|domain adaptation|feature transfer|pretrained models
fine_tuning,Fine-tuning,ai_ml_concepts,llm,fine tuning|model fine-tuning|llm fine tuning|instruction tuning|lora|qlora|peft
rag,Retrieval-Augmented Generation,ai_ml_concepts,llm,rag|retrieval augmented generation|rag pipeline|rag system|hybrid search rag
prompt_engineering,Prompt Engineering,ai_ml_concepts,llm,prompt design|prompt optimization|llm prompting|prompt crafting|few shot prompting|chain of thought|cot
embeddings,Embeddings,ai_ml_concepts,representation,vector embeddings|text embeddings|semantic embeddings|word embeddings|embedding models|dense retrieval
vector_search,Vector Search,ai_ml_concepts,search,semantic search|vector similarity search|ann search|approximate nearest neighbor|knn search
neural_networks,Neural Networks,ai_ml_concepts,architecture,nn|artificial neural networks|deep neural network|ann|feedforward network
transformers_arch,Transformers Architecture,ai_ml_concepts,architecture,transformer model|attention transformer|bert architecture|gpt architecture|vit
attention_mechanism,Attention Mechanism,ai_ml_concepts,architecture,self attention|multi-head attention|attention layer|cross attention|scaled dot product
rlhf,RLHF,ai_ml_concepts,llm,reinforcement learning from human feedback|rlhf training|preference learning|dpo|direct preference optimization
llm,Large Language Models,ai_ml_concepts,llm,large language model|llm development|foundation models|gpt|llama|claude|gpt-4|gemini|language models|llm inference
diffusion_models,Diffusion Models,ai_ml_concepts,generative_ai,stable diffusion|generative diffusion|image generation models|ddpm|score matching
object_detection,Object Detection,ai_ml_concepts,cv,yolo|object recognition|detection models|bounding box detection|yolov8|detr
time_series,Time Series Analysis,ai_ml_concepts,ml,time series forecasting|temporal data|sequence modeling|arima|lstm time series
anomaly_detection,Anomaly Detection,ai_ml_concepts,ml,outlier detection|anomaly recognition|fault detection|anomaly scoring
generative_ai,Generative AI,ai_ml_concepts,general,gen ai|ai generation|generative models|ai content generation|genai
feature_engineering,Feature Engineering,ai_ml_concepts,ml,feature extraction|feature selection|feature creation|data preprocessing ml|feature importance
model_evaluation,Model Evaluation,ai_ml_concepts,ml,model validation|cross validation|model metrics|roc auc|confusion matrix|precision recall|f1 score
mlops_concepts,MLOps,ai_ml_concepts,general,ml ops|machine learning operations|ml lifecycle|model lifecycle|model monitoring
zero_shot_learning,Zero-Shot Learning,ai_ml_concepts,llm,zero shot|0-shot learning|zero-shot classification|zero shot prompting
few_shot_learning,Few-Shot Learning,ai_ml_concepts,llm,few shot|few-shot examples|in-context learning|few shot prompting
agentic_ai,Agentic AI,ai_ml_concepts,llm,ai agents|llm agents|autonomous agents|agentic workflows|agent frameworks|multi-agent systems
model_quantization,Model Quantization,ai_ml_concepts,optimization,quantization|model compression|int8 quantization|gguf|bits and bytes|bitsandbytes
apache_spark,Apache Spark,data_engineering,processing,spark|pyspark|spark sql|spark streaming|databricks spark|spark rdd|spark dataframe
apache_airflow,Apache Airflow,data_engineering,orchestration,airflow|airflow dags|airflow scheduler|airflow tasks|airflow operators
dbt,dbt,data_engineering,transformation,data build tool|dbt core|dbt cloud|analytics engineering|dbt models|dbt tests
hadoop,Apache Hadoop,data_engineering,processing,hadoop|hdfs|mapreduce|apache hadoop|hadoop ecosystem|hadoop yarn
apache_flink,Apache Flink,data_engineering,stream_processing,flink|flink streaming|apache flink|flink sql|flink jobs
apache_hive,Apache Hive,data_engineering,batch_processing,hive|hive sql|hive query|hiveql|apache hive
trino,Trino,data_engineering,query_engine,trino sql|presto sql|prestodb|trino query|presto distributed sql
great_expectations,Great Expectations,data_engineering,data_quality,gx|great expectations python|data quality|data validation ge
apache_beam,Apache Beam,data_engineering,processing,beam|apache beam pipeline|beam sdk|dataflow beam|beam transforms
delta_lake,Delta Lake,data_engineering,storage,delta lake spark|databricks delta|delta format|delta tables
apache_iceberg,Apache Iceberg,data_engineering,storage,iceberg|iceberg table|apache iceberg format|iceberg catalog
databricks,Databricks,data_engineering,platform,databricks platform|databricks spark|databricks notebook|databricks unity catalog
snowflake,Snowflake,data_engineering,cloud_dw,snowflake dwh|snowflake cloud|snowflake database|snow sql|snowflake compute
data_pipeline,Data Pipeline,data_engineering,general,etl|elt|data ingestion|etl pipeline|batch pipeline|streaming pipeline|data flow
data_modeling,Data Modeling,data_engineering,general,dimensional modeling|star schema|snowflake schema|data warehouse modeling|erd
data_governance,Data Governance,data_engineering,management,data catalog|data lineage|data quality management|metadata management|data stewardship
kafka_streams,Kafka Streams,data_engineering,stream_processing,kafka streams api|kafka ksql|ksqldb|kafka stream processing
pandas,Pandas,data_science,python,pandas python|pandas dataframe|pandas library|pd|data manipulation pandas|pandas 2
numpy,NumPy,data_science,python,numpy python|numpy array|np|numpy library|numerical python|ndarray
matplotlib,Matplotlib,data_science,visualization,matplotlib python|matplotlib visualization|pyplot|matplotlib.pyplot|mpl
statistics,Statistics,data_science,foundations,statistical analysis|statistical methods|hypothesis testing|probability theory|bayesian statistics|frequentist statistics|stats|descriptive statistics|inferential statistics
seaborn,Seaborn,data_science,visualization,seaborn python|seaborn visualization|statistical visualization seaborn
plotly,Plotly,data_science,visualization,plotly python|plotly dash|plotly visualization|dash|plotly express
jupyter,Jupyter,data_science,notebooks,jupyter notebook|jupyter lab|ipython notebook|ipynb|jupyter python|jupyter hub
scipy,SciPy,data_science,python,scipy python|scipy library|scientific python|scipy stats|scipy optimize
statsmodels,Statsmodels,data_science,python,statsmodels python|statistical models python|statsmodels library|sm
tableau,Tableau,data_science,visualization,tableau desktop|tableau server|tableau public|tableau analytics|tableau prep
power_bi,Power BI,data_science,visualization,powerbi|microsoft power bi|power bi desktop|power bi service|dax
streamlit,Streamlit,data_science,apps,streamlit python|streamlit app|streamlit dashboard|streamlit cloud
gradio,Gradio,data_science,apps,gradio app|gradio demo|gradio interface|huggingface gradio|gradio blocks
apache_superset,Apache Superset,data_science,visualization,superset|apache superset|superset dashboard|superset charts
polars,Polars,data_science,python,polars dataframe|polars python|polars rs|polars library|polars rust
metabase,Metabase,data_science,visualization,metabase dashboard|metabase analytics|metabase bi|open source bi
mlflow,MLflow,mlops,experiment_tracking,mlflow tracking|mlflow models|mlflow registry|databricks mlflow|mlflow runs
wandb,Weights & Biases,mlops,experiment_tracking,weights and biases|wandb tracking|wandb python|wandb ai|w&b|wandb sweeps
kubeflow,Kubeflow,mlops,orchestration,kubeflow pipelines|kubeflow ml|kubeflow platform|kfp
seldon,Seldon Core,mlops,model_serving,seldon core|seldon deploy|seldon inference|seldon mlserver
bentoml,BentoML,mlops,model_serving,bento ml|bentoml serving|bentoml python|bentoml runner
triton_inference,Triton Inference Server,mlops,model_serving,nvidia triton|triton server|triton inference|triton serving|triton backend
dvc,DVC,mlops,version_control,data version control|dvc python|git dvc|dvc pipeline|dvc remote
clearml,ClearML,mlops,experiment_tracking,clear ml|clearml python|trains ml|clearml platform|clearml tasks
evidently,Evidently AI,mlops,monitoring,evidently python|ml monitoring|model monitoring|evidently dashboard|evidently reports
neptune,Neptune.ai,mlops,experiment_tracking,neptune ml|neptune ai|neptune tracking|neptune.ai
pytest,pytest,testing,python,pytest python|python testing|pytest framework|pytest fixtures|py.test|pytest plugins
unittest,unittest,testing,python,python unittest|unit test python|python unit testing|python standard testing
jest,Jest,testing,javascript,jest js|jest testing|jest framework|jest javascript|jest react|jest mocks
mocha,Mocha,testing,javascript,mocha js|mocha testing|mocha framework|mocha chai
cypress,Cypress,testing,e2e,cypress io|cypress testing|cypress e2e|cypress integration|cypress component
playwright,Playwright,testing,e2e,playwright testing|playwright e2e|microsoft playwright|playwright python|playwright typescript
selenium,Selenium,testing,e2e,selenium webdriver|selenium testing|selenium python|selenium automation|selenium grid
vitest,Vitest,testing,javascript,vitest testing|vitest framework|vite testing|vitest unit
junit,JUnit,testing,java,junit 5|junit testing|junit java|junit framework|junit jupiter
testng,TestNG,testing,java,test ng|testng java|testng framework|testng annotations
postman,Postman,testing,api,postman api|postman testing|postman collection|newman postman|postman workspace
k6,k6,testing,performance,k6 load testing|k6 performance|grafana k6|k6 scripts
locust,Locust,testing,performance,locust load testing|locust python|locust performance|locust swarm
robot_framework,Robot Framework,testing,automation,robot framework testing|robot automation|robotframework|rfbrowser
testcontainers,Testcontainers,testing,integration,test containers|testcontainers java|testcontainers python|testcontainers go
pact,Pact,testing,contract,pact contract testing|consumer driven contracts|pact broker|pact js
microservices,Microservices,system_design,architecture,microservice architecture|microservices design|service oriented|soa|micro-services
rest_api,REST API,system_design,api_design,rest|restful api|rest api design|restful|restful web services|rest endpoints|http api
graphql,GraphQL,system_design,api_design,graph ql|graphql api|graphql schema|graphql queries|graphql mutations|graphql subscriptions
grpc,gRPC,system_design,api_design,grpc protocol|grpc framework|google rpc|protocol buffers|protobuf grpc
websockets,WebSockets,system_design,real_time,web socket|websocket protocol|real time communication|ws protocol|socket.io
event_driven_arch,Event-Driven Architecture,system_design,architecture,eda|event driven|event driven design|event bus|event streaming|reactive systems
cqrs,CQRS,system_design,patterns,command query responsibility segregation|cqrs pattern|command query separation|read write segregation
event_sourcing,Event Sourcing,system_design,patterns,event store|event sourcing pattern|event log|append-only log
ddd,Domain-Driven Design,system_design,methodology,domain driven design|ddd patterns|bounded context|ubiquitous language|aggregates
distributed_systems,Distributed Systems,system_design,architecture,distributed computing|distributed architecture|consensus|distributed databases|cap theorem
load_balancing,Load Balancing,system_design,infrastructure,load balancer|nginx load balancing|haproxy|load distribution|weighted round robin
rate_limiting,Rate Limiting,system_design,patterns,rate limit|throttling|api rate limiting|request throttling|token bucket
circuit_breaker,Circuit Breaker,system_design,patterns,circuit breaker pattern|fault tolerance|resilience pattern|hystrix|resilience4j
caching,Caching,system_design,performance,cache|caching strategy|cache invalidation|caching layer|redis caching|write-through|write-back
cdn,CDN,system_design,infrastructure,content delivery network|edge caching|cdn distribution|cloudflare cdn|cdn caching
api_gateway,API Gateway,system_design,infrastructure,api gateway pattern|api management|api routing|kong|tyk
service_mesh,Service Mesh,system_design,infrastructure,istio|linkerd|service mesh pattern|envoy proxy|consul connect
saga_pattern,Saga Pattern,system_design,patterns,saga transactions|distributed transactions|choreography saga|orchestration saga
database_sharding,Database Sharding,system_design,databases,sharding|horizontal partitioning|db sharding|data partitioning|shard key
high_availability,High Availability,system_design,infrastructure,ha|high availability design|fault tolerance|redundancy|failover|active-passive
scalability,Scalability,system_design,general,horizontal scaling|vertical scaling|scale out|scale up|auto scaling|elastic scaling
async_programming,Async Programming,system_design,patterns,asynchronous programming|async await|non-blocking io|coroutines|event loop|concurrency
concurrency,Concurrency,system_design,patterns,concurrent programming|multithreading|parallelism|thread safety|race conditions|mutex
message_passing,Message Passing,system_design,patterns,messaging pattern|message broker|pub sub pattern|event bus|async messaging
reactive_programming,Reactive Programming,system_design,patterns,reactive systems|rxjs|reactor|reactive streams|observable patterns
agile,Agile,methodologies,process,agile methodology|agile development|agile principles|agile software development|agile teams
scrum,Scrum,methodologies,process,scrum methodology|scrum framework|scrum master|sprint planning|scrum ceremonies|sprint review
kanban,Kanban,methodologies,process,kanban board|kanban method|kanban flow|kanban system|kanban metrics
devops,DevOps,methodologies,culture,dev ops|devops culture|devops practices|devops principles|devops engineer|devops mindset
gitops,GitOps,methodologies,deployment,git ops|gitops deployment|flux gitops|argocd gitops|gitops principles
tdd,Test-Driven Development,methodologies,engineering,test driven development|tdd methodology|red green refactor|tdd cycle
bdd,Behavior-Driven Development,methodologies,engineering,behavior driven development|bdd testing|gherkin|cucumber bdd|bdd scenarios
pair_programming,Pair Programming,methodologies,engineering,pair coding|pair programming practice|mob programming|extreme programming
code_review,Code Review,methodologies,engineering,code review process|pull request review|pr review|code inspection|code audit
clean_code,Clean Code,methodologies,engineering,clean code principles|code quality|readable code|maintainable code|refactoring|code smells
solid_principles,SOLID Principles,methodologies,engineering,solid design principles|single responsibility|open closed|dependency injection|liskov|interface segregation
design_patterns,Design Patterns,methodologies,engineering,gof patterns|software patterns|creational patterns|structural patterns|behavioral patterns|factory singleton observer
twelve_factor_app,Twelve-Factor App,methodologies,deployment,12 factor|12 factor app|twelve factor methodology|12 factor principles
technical_writing,Technical Writing,methodologies,communication,documentation writing|tech writing|api documentation|technical docs|technical documentation
extreme_programming,Extreme Programming,methodologies,process,xp|extreme programming|xp practices|continuous integration xp
continuous_improvement,Continuous Improvement,methodologies,process,kaizen|continuous improvement culture|retrospectives|process improvement|iteration improvement
git,Git,version_control,tools,git version control|git cli|git commands|version control git|git flow|git rebase|git merge
github,GitHub,version_control,platforms,github.com|github platform|github repo|github repository|github enterprise|gh cli
gitlab,GitLab,version_control,platforms,gitlab.com|gitlab platform|gitlab repository|gitlab scm|gitlab self-hosted
bitbucket,Bitbucket,version_control,platforms,bitbucket.org|atlassian bitbucket|bitbucket repo|bitbucket cloud
svn,SVN,version_control,tools,subversion|apache svn|svn version control|svn repository
owasp,OWASP,security,standards,owasp top 10|owasp guidelines|web application security|owasp testing|owasp zap
oauth2,OAuth 2.0,security,auth,oauth|oauth 2|oauth2 protocol|open authorization|oauth flow|authorization code flow
jwt,JWT,security,auth,json web token|jwt token|jwt authentication|jwt auth|access token|refresh token
ssl_tls,SSL/TLS,security,encryption,ssl|tls|https|ssl certificate|tls certificate|transport layer security|tls 1.3
zero_trust,Zero Trust,security,architecture,zero trust security|zero trust network|ztna|zero trust architecture|never trust always verify
penetration_testing,Penetration Testing,security,offensive,pen testing|pentest|ethical hacking|red team|security testing|vulnerability testing
secrets_management,Secrets Management,security,practices,vault|hashicorp vault|secret management|aws secrets manager|credential management|secret rotation
sast_dast,SAST/DAST,security,tools,static analysis|dynamic analysis|code security scanning|sonarqube|snyk|static application security testing
devsecops,DevSecOps,security,practices,dev sec ops|security in devops|shift left security|security automation|secure sdlc
container_security,Container Security,security,practices,docker security|kubernetes security|image scanning|trivy|container hardening
api_security,API Security,security,practices,api authentication|api authorization|api key management|api firewall|waf|rate limiting api
compliance,Security Compliance,security,standards,soc 2|gdpr|hipaa|pci dss|iso 27001|compliance|audit compliance
nginx,Nginx,web_servers,server,nginx server|nginx web server|nginx config|nginx proxy|nginx load balancer|nginx reverse proxy
apache_web,Apache HTTP Server,web_servers,server,apache web server|apache httpd|httpd|apache server|apache config
traefik,Traefik,web_servers,proxy,traefik proxy|traefik ingress|traefik routing|traefik middleware|traefik v3
caddy,Caddy,web_servers,server,caddy server|caddyfile|caddy web server|caddy https
gunicorn,Gunicorn,web_servers,wsgi,gunicorn server|green unicorn|wsgi server|gunicorn workers
uvicorn,Uvicorn,web_servers,asgi,uvicorn server|asgi server|uvicorn fastapi|uvicorn workers
haproxy,HAProxy,web_servers,load_balancer,ha proxy|haproxy lb|haproxy load balancer|haproxy config
maven,Maven,build_tools,java,apache maven|maven build|maven pom|mvn|maven java|maven dependencies
gradle,Gradle,build_tools,java,gradle build|gradle kotlin dsl|gradle java|gradle groovy dsl|gradle wrapper
npm,npm,build_tools,javascript,node package manager|npm install|npmjs|npm scripts|npm registry
yarn,Yarn,build_tools,javascript,yarn package|yarn install|yarnpkg|yarn berry|yarn 3|yarn workspaces
pnpm,pnpm,build_tools,javascript,pnpm package|pnpm install|pnpm monorepo|pnpm workspace
cmake,CMake,build_tools,cpp,cmake build|cmake c++|cmake makefile|cmake configuration|cmake lists
bazel,Bazel,build_tools,general,bazel build|google bazel|bazel monorepo|bazel rules|bazelbuild
openapi,OpenAPI,api_standards,specification,openapi spec|openapi 3|swagger openapi|api specification|oas|openapi 3.1
swagger,Swagger,api_standards,tools,swagger ui|swagger docs|swagger spec|swagger api|swagger editor|swaggerhub
protocol_buffers,Protocol Buffers,api_standards,serialization,protobuf|proto files|google protobuf|protocol buffers serialization|proto3
graphql_api,GraphQL API Design,api_standards,design,graphql schema design|graphql types|graphql resolvers|graphql federation|schema stitching
json_api,JSON API,api_standards,format,json format|json schema|json api spec|application/json|json:api
webhooks,Webhooks,api_standards,integration,webhook events|webhook handler|webhook receiver|http callbacks|event webhooks
linux,Linux,operating_systems,general,linux os|linux server|linux administration|ubuntu|debian|centos|rhel|fedora|arch linux
windows_server,Windows Server,operating_systems,enterprise,windows server 2019|windows server 2022|active directory|iis|windows admin
macos,macOS,operating_systems,desktop,mac os|macos development|apple silicon|m1 m2|osx
networking,Networking,operating_systems,infrastructure,tcp ip|networking concepts|dns|dhcp|http https|network protocols|osi model
technical_leadership,Technical Leadership,soft_skills,leadership,tech lead|technical lead|engineering lead|staff engineer|principal engineer|tech leadership
team_management,Team Management,soft_skills,leadership,engineering management|team lead|people management|team building|engineering manager
mentorship,Mentorship,soft_skills,leadership,mentoring|technical mentoring|coaching engineers|developer mentorship|1 on 1
problem_solving,Problem Solving,soft_skills,general,analytical thinking|debugging skills|root cause analysis|troubleshooting|critical thinking
communication,Communication,soft_skills,general,technical communication|stakeholder communication|written communication|verbal communication|presentation skills
cross_functional,Cross-functional Collaboration,soft_skills,general,cross team collaboration|stakeholder management|interdisciplinary work|product collaboration
system_thinking,Systems Thinking,soft_skills,general,holistic thinking|systems approach|big picture thinking|architecture thinking
project_management,Project Management,soft_skills,management,project planning|project delivery|timeline management|resource management|pmp|jira|linear
data_structures,Data Structures,computer_science,fundamentals,arrays|linked lists|trees|graphs|hash tables|stacks|queues|heaps|data structures algorithms
algorithms,Algorithms,computer_science,fundamentals,algorithm design|sorting algorithms|searching algorithms|dynamic programming|greedy algorithms|big o notation|complexity analysis
computer_networks,Computer Networks,computer_science,fundamentals,osi model|tcp ip stack|network programming|sockets|http protocol|network fundamentals
operating_systems_concepts,Operating Systems Concepts,computer_science,fundamentals,process management|memory management|file systems|os scheduling|virtualization concepts
compiler_design,Compiler Design,computer_science,fundamentals,lexing|parsing|ast|compiler frontend|compiler backend|llvm
database_theory,Database Theory,computer_science,fundamentals,acid properties|normalization|transactions|database design|relational theory|sql optimization
system_design_interviews,System Design,computer_science,fundamentals,system design interview|design scalable systems|distributed system design|hld|high level design|low level design
big_data,Big Data,data_engineering,general,big data processing|large scale data|petabyte scale|data at scale|hadoop ecosystem|big data architecture
airflow_dags,Airflow DAGs,data_engineering,orchestration,dag development|airflow task dependencies|airflow scheduling|airflow xcom|airflow sensors
mlflow_tracking,MLflow Tracking,mlops,experiment_tracking,mlflow experiments|mlflow artifacts|mlflow metrics|ml experiment tracking
api_design,API Design,system_design,api_design,restful api design|api best practices|api versioning|api documentation|api contracts|backend api
serverless,Serverless,system_design,architecture,serverless architecture|function as a service|faas|serverless computing|lambda architecture|serverless framework
infrastructure_monitoring,Infrastructure Monitoring,monitoring_observability,general,server monitoring|host metrics|node exporter|infrastructure observability|resource monitoring|cpu memory disk monitoring
linux_administration,Linux Administration,operating_systems,administration,linux sysadmin|linux commands|bash administration|linux permissions|systemd|cron jobs|linux networking
security_engineering,Security Engineering,security,practices,appsec|application security|secure coding|security architecture|threat modeling|security review|ssdlc
